"Species","L.Occ","R.Occ","Fire.Included","Type","deltaAIC","Weight","Rsquared","Intercept","Data.Type","Elevation.m","Fires","Data.Type.Elevation.m","Elevation.m.Fires","Data.Type.Fires","Elevation.m2","Data.Type.Elevation.m2","Elevation.m2.Fires","Data.Type.Elevation.m.Fires","Data.Type.Elevation.m2.Fires"
"ACCI",72,65,"No","Unavg",0,0.674005305765405,0.253099676048517,-2.54137273324701,NA,0.00750216777789217,NA,NA,NA,NA,-6.41525497716386e-06,NA,NA,NA,NA
"ACCI",72,65,"No","Unavg",1.45271375411312,0.325994694234595,0.253871528677692,-2.46512176248961,-0.156424195393086,0.00750705734888849,NA,NA,NA,NA,-6.41979863179569e-06,NA,NA,NA,NA
"ACCI",72,65,"No","Avg",NA,NA,NA,-2.51651532134986,-0.0509934577480618,0.00750376175209406,NA,NA,NA,NA,-6.41673618446627e-06,NA,NA,NA,NA
"ACGL",15,18,"No","Unavg",0,0.701466682706584,0.0668847395024059,-4.77053098382161,NA,0.00570505980862853,NA,NA,NA,NA,-3.52231703046078e-06,NA,NA,NA,NA
"ACGL",15,18,"No","Unavg",1.70858372345475,0.298533317293416,0.067964957566796,-4.87255531856175,0.194530202153471,0.0057068401523543,NA,NA,NA,NA,-3.52340737991055e-06,NA,NA,NA,NA
"ACGL",15,18,"No","Avg",NA,NA,NA,-4.80098864691624,0.0580737465626346,0.00570559130054691,NA,NA,NA,NA,-3.52264253609903e-06,NA,NA,NA,NA
"ACMI",10,31,"Yes","Unavg",0,0.347299682719622,0.194498345174228,-2.82041985447402,-2.15357680194727,-0.000737492138460247,1.55978920471241,0.00226689280267527,-0.00223370327687641,3.87250493681023,NA,NA,NA,NA,NA
"ACMI",10,31,"Yes","Unavg",0.344569037930682,0.29233591275295,0.224965034606954,-6.51333755717611,1.08608978421959,0.0070999241860602,-26515.4824701174,-0.00466790888052825,134.136764714806,26521.7965703243,-3.59734177252081e-06,3.22032839892831e-06,-0.169504719322302,-134.140941824103,0.16950556827037
"ACMI",10,31,"Yes","Unavg",1.00445845599404,0.210178846483261,0.197639671041272,-2.92008028534595,-1.96493542601035,-0.000634634330505595,6.03030181493888,0.0021003526961617,-0.0118654175485182,-0.756681410999799,NA,NA,NA,0.00975964360366209,NA
"ACMI",10,31,"Yes","Unavg",1.67663292596626,0.150185558044166,0.195518695716432,-3.30858227150396,-2.40046338104846,0.000348474743274552,1.69697647319608,0.00247507867344549,-0.00236550200011794,3.95039110735434,-5.01341265285472e-07,NA,NA,NA,NA
"ACMI",10,31,"Yes","Avg",NA,NA,NA,-3.99425378123348,-1.20393628532744,0.00173838119397184,-7749.3637524527,0.000235864526553586,39.2093686581798,7755.05278123654,-1.12692640825165e-06,9.41417641864955e-07,-0.0495523168390177,-39.2121633950548,0.049552565017026
"AMAL",42,59,"Yes","Unavg",0,0.283903822116208,0.127021137994593,-2.81612236759252,0.425734102278123,0.00435896704194498,NA,NA,NA,NA,-3.25575836100544e-06,NA,NA,NA,NA
"AMAL",42,59,"Yes","Unavg",0.628145830105609,0.207382022400667,0.129346984561236,-2.96929876568274,0.426946936116196,0.00458520079024808,0.421105362744636,NA,NA,NA,-3.35758813437244e-06,NA,NA,NA,NA
"AMAL",42,59,"Yes","Unavg",1.1486047164658,0.159865552970007,0.131855403965342,-3.21364683125152,0.427961369781174,0.00501011576385029,1.53095961624858,NA,-0.00155067874412472,NA,-3.49637237934389e-06,NA,NA,NA,NA
"AMAL",42,59,"Yes","Unavg",1.60427680678868,0.127293713740909,0.120910433941447,-2.58707618896901,NA,0.00434557550128234,NA,NA,NA,NA,-3.24462789895103e-06,NA,NA,NA,NA
"AMAL",42,59,"Yes","Unavg",1.77263629864694,0.117016783936827,0.134188225842932,-3.56056577364595,0.429337867065034,0.00584644153651658,3.55667022037087,NA,-0.00702132783803715,NA,-3.94507340977377e-06,NA,3.13966802028105e-06,NA,NA
"AMAL",42,59,"Yes","Unavg",1.99816776354271,0.104538104835384,0.12702424437497,-2.8305265710129,0.451883574024098,0.00437611440043831,NA,-3.23605854600359e-05,NA,NA,-3.25490304659501e-06,NA,NA,NA,NA
"AMAL",42,59,"Yes","Avg",NA,NA,NA,-2.9709008896459,0.375303727802351,0.00468412747965546,0.748267498107761,-3.38291427535563e-06,-0.00106951331748155,NA,-3.39449709776897e-06,NA,3.67393854362592e-07,NA,NA
"ARUV",42,32,"Yes","Unavg",0,0.386963690283412,0.0605110460584756,-2.61879298997391,-1.62347966175748,0.00219858407908876,2.454363627587,0.00133099381774036,-0.00154809231880366,NA,-1.49871322220643e-06,NA,NA,NA,NA
"ARUV",42,32,"Yes","Unavg",1.5891756572002,0.174817581088085,0.0613649327216538,-3.06269005743153,-0.699729425363664,0.00321464314478726,2.45065000093961,-0.000686528636798083,-0.00154733494570731,NA,-1.99286393629143e-06,9.36878371166572e-07,NA,NA,NA
"ARUV",42,32,"Yes","Unavg",1.87432820824807,0.151588067690802,0.0524583655302181,-2.24680502212747,-1.57292698259454,0.00172452260275913,1.05098009506662,0.00129373912024077,NA,NA,-1.41641614461001e-06,NA,NA,NA,NA
"ARUV",42,32,"Yes","Unavg",1.97337016735452,0.144264119304758,0.060566395405069,-2.67530854405545,-1.62750386156205,0.00232020328670428,2.72264871622286,0.00133447493977663,-0.00218702250651512,NA,-1.5545890809579e-06,NA,3.08760734359908e-07,NA,NA
"ARUV",42,32,"Yes","Unavg",1.99985170828694,0.142366541632943,0.0605113542785659,-2.61922701772674,-1.62041098380312,0.00219781517095318,2.45682024533448,0.00132935288201822,-0.00154643703739257,-0.00856962151966848,-1.49816429300158e-06,NA,NA,NA,NA
"ARUV",42,32,"Yes","Avg",NA,NA,NA,-2.64822002197561,-1.45447236752363,0.00232178282511843,2.28003187464306,0.000972916641501639,-0.00140522663759405,-0.00122002737885845,-1.58060693216696e-06,1.63782810621086e-07,4.45430954183223e-08,NA,NA
"ATFI",24,34,"No","Unavg",0,0.303311391673254,0.0830009056409773,-1.95084556907633,NA,0.00114134308402504,NA,NA,NA,NA,-1.519250187538e-06,NA,NA,NA,NA
"ATFI",24,34,"No","Unavg",0.0450688042791398,0.296552886234086,0.0878078325732204,-2.15933215485716,0.392759220018967,0.00113866767189162,NA,NA,NA,NA,-1.52011991076891e-06,NA,NA,NA,NA
"ATFI",24,34,"No","Unavg",0.812732679055955,0.202025440705061,0.0760847540660524,-0.732837633162478,NA,-0.00183021595403988,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATFI",24,34,"No","Unavg",0.851872241475462,0.198110281387598,0.0809062602491896,-0.940580087174673,0.393962869078885,-0.00183540049729249,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATFI",24,34,"No","Avg",NA,NA,NA,-1.56646029889975,0.194521975141157,-4.9504349924709e-05,NA,NA,NA,NA,-9.11601835642426e-07,NA,NA,NA,NA
"CAME",32,34,"No","Unavg",0,0.722006269278322,0.393473074438774,-28.7790341255852,NA,0.0280067645544107,NA,NA,NA,NA,-6.82436775739553e-06,NA,NA,NA,NA
"CAME",32,34,"No","Unavg",1.90887051998124,0.277993730721678,0.393677871909247,-28.8284179421374,0.0911424995150459,0.0280092433746633,NA,NA,NA,NA,-6.82465887315997e-06,NA,NA,NA,NA
"CAME",32,34,"No","Avg",NA,NA,NA,-28.7927625169858,0.0253370434674864,0.0280074536509005,NA,NA,NA,NA,-6.82444868575296e-06,NA,NA,NA,NA
"CARU",33,29,"Yes","Unavg",0,0.217132804830406,0.126961255204092,-5.86917603747594,0.207755344887401,0.00731353206076888,2.68281183263674,NA,NA,-1.47757284302368,-3.65855465838233e-06,NA,NA,NA,NA
"CARU",33,29,"Yes","Unavg",0.137627415471684,0.202693596600469,0.131331853372661,-5.65068264130486,0.208336859998217,0.00728444378595478,1.620715579405,NA,0.00108358501325535,-1.47038163726216,-3.84138593509656e-06,NA,NA,NA,NA
"CARU",33,29,"Yes","Unavg",0.566874288231304,0.16354235782547,0.135018081788082,-5.22648560434276,-0.736833055333751,0.00693161539492145,1.43722676606877,0.00100503314608054,0.00133759440539348,-1.60629138674174,-3.9467229454217e-06,NA,NA,NA,NA
"CARU",33,29,"Yes","Unavg",1.18308468846271,0.120177140595135,0.12887838424376,-5.58439694244863,-0.473478067260529,0.00705542821146169,2.68836967270115,0.000689049344020564,NA,-1.47028317599834,-3.69131801440045e-06,NA,NA,NA,NA
"CARU",33,29,"Yes","Unavg",1.38074116534568,0.108868266542473,0.114333783301763,-5.6761183146711,NA,0.00712399165648758,2.00417792252583,NA,NA,NA,-3.56448695571041e-06,NA,NA,NA,NA
"CARU",33,29,"Yes","Unavg",1.48795490462487,0.103185848618673,0.118775755994726,-5.44293570810326,NA,0.00706888629787669,0.953614859458729,NA,0.00107449614283893,NA,-3.73654044892686e-06,NA,NA,NA,NA
"CARU",33,29,"Yes","Unavg",1.88988389288414,0.0843999849873734,0.131913255501908,-6.0756544989915,0.208865466127948,0.00820713370264809,2.60890802608474,NA,-0.00109712776459276,-1.44272998101996,-4.29109620940301e-06,NA,1.01227062600793e-06,NA,NA
"CARU",33,29,"Yes","Avg",NA,NA,NA,-5.63798472837036,-0.0724373650339325,0.00724369936836648,2.00594589512099,0.000247173470296108,0.000456664315906766,-1.18002397561694,-3.79787105464614e-06,NA,8.54356256382288e-08,NA,NA
"CEVE",26,25,"Yes","Unavg",0,0.56318387902005,0.163694566907075,-7.79857464864565,NA,0.0104461285569916,2.46339668801476,NA,NA,NA,-4.9464760617173e-06,NA,NA,NA,NA
"CEVE",26,25,"Yes","Unavg",1.81625760522866,0.227119742390662,0.164189517794951,-7.66241606846271,NA,0.0103523500935796,2.08310280047664,NA,0.000377724769617185,NA,-4.98271864351101e-06,NA,NA,NA,NA
"CEVE",26,25,"Yes","Unavg",1.97589102451991,0.209696378589288,0.163759509779048,-7.77502458297158,-0.0482211111701146,0.0104467656990298,2.4635855042254,NA,NA,NA,-4.9467766400062e-06,NA,NA,NA,NA
"CEVE",26,25,"Yes","Avg",NA,NA,NA,-7.76271198350283,-0.0101117923839245,0.0104249632229178,2.37706403231995,NA,8.57887523700272e-05,NA,-4.95477049773653e-06,NA,NA,NA,NA
"CHUM",61,73,"No","Unavg",0,0.418221387292567,0.162793353485616,-3.75819135156086,NA,0.00808997039025793,NA,NA,NA,NA,-5.26245696417031e-06,NA,NA,NA,NA
"CHUM",61,73,"No","Unavg",0.503529973578907,0.325136775080276,0.164930915375014,-3.89161616538023,0.249683830527807,0.0081050257840779,NA,NA,NA,NA,-5.2721995884347e-06,NA,NA,NA,NA
"CHUM",61,73,"No","Unavg",0.976658884012522,0.256641837627157,0.167111902226377,-4.3352875229542,0.995070343813546,0.00870710099785189,NA,-0.000912128988420365,NA,NA,-5.34237443310501e-06,NA,NA,NA,NA
"CHUM",61,73,"No","Avg",NA,NA,NA,-3.94967968715576,0.336558077052096,0.008253246985641,NA,-0.000234090459741202,NA,NA,-5.28613481569036e-06,NA,NA,NA,NA
"CLUN",44,62,"No","Unavg",0,0.440088345360945,0.155411667655216,-7.31995516231947,0.444491914684066,0.013651622994669,NA,NA,NA,NA,-7.41670077879717e-06,NA,NA,NA,NA
"CLUN",44,62,"No","Unavg",0.207467638144067,0.396724336338351,0.158359935367182,-7.98643894253258,1.43690407845676,0.0145016612669604,NA,-0.00110829332046424,NA,NA,-7.53340627571909e-06,NA,NA,NA,NA
"CLUN",44,62,"No","Unavg",1.98415351729807,0.163187318300704,0.148858730913587,-7.05193742913764,NA,0.0135765951229665,NA,NA,NA,NA,-7.37663256707785e-06,NA,NA,NA,NA
"CLUN",44,62,"No","Avg",NA,NA,NA,-7.54062840256981,0.765670528167257,0.013976610266925,NA,-0.000439686932029402,NA,NA,-7.45646206559098e-06,NA,NA,NA,NA
"COCA",20,29,"No","Unavg",0,0.517828702075465,0.10944315070485,-3.69274790298084,NA,0.00525739428919242,NA,NA,NA,NA,-3.9071168750268e-06,NA,NA,NA,NA
"COCA",20,29,"No","Unavg",0.142690111591321,0.482171297924535,0.11459183794314,-3.91939639385916,0.414873788070225,0.00526650255463112,NA,NA,NA,NA,-3.91429671942449e-06,NA,NA,NA,NA
"COCA",20,29,"No","Avg",NA,NA,NA,-3.80203130000028,0.200040232868689,0.00526178603336084,NA,NA,NA,NA,-3.91057878991893e-06,NA,NA,NA,NA
"COST",12,15,"No","Unavg",0,0.349144143336923,0.153497087937539,-8.373993633633,NA,0.0168157408987381,NA,NA,NA,NA,-1.15580449654522e-05,NA,NA,NA,NA
"COST",12,15,"No","Unavg",0.199440944346065,0.316007005586356,0.169893891700548,-7.82570660856326,-3.25445229921802,0.0175893131233273,NA,0.00484466342584287,NA,NA,-1.39310055585607e-05,NA,NA,NA,NA
"COST",12,15,"No","Unavg",1.31402781530889,0.180995278888525,0.173713841637759,-5.55146525489339,-8.4745700208434,0.0106436335435194,NA,0.0193545482000485,NA,NA,-8.92077749085169e-06,-9.66107271887628e-06,NA,NA,NA
"COST",12,15,"No","Unavg",1.63896706989993,0.153853572188196,0.155054697231369,-8.50396729230831,0.241151980535529,0.0168249909827969,NA,NA,NA,NA,-1.1564320693994e-05,NA,NA,NA,NA
"COST",12,15,"No","Avg",NA,NA,NA,-7.70986369323567,-2.52518479663675,0.0159444960074231,NA,0.00503402943150352,NA,NA,-1.18315497180401e-05,-1.74860855111533e-06,NA,NA,NA
"EPAN",18,34,"Yes","Unavg",0,0.237296033022157,0.10318961325945,-5.53347335890358,0.237508847896366,0.00510666288067215,0.265838385550967,NA,NA,2.18392318379161,-2.19965983261604e-06,NA,NA,NA,NA
"EPAN",18,34,"Yes","Unavg",0.0134400932750509,0.235706738660375,0.108467129357514,-6.01039994022933,0.237807553237594,0.005605069532851,1.42381321515786,NA,-0.00107289583209804,2.20613830255911,-2.26139407661888e-06,NA,NA,NA,NA
"EPAN",18,34,"Yes","Unavg",1.15358989977693,0.133288172693983,0.116064637684922,-8.57460476786774,3.68395136126513,0.0108658124445513,1.61488429754787,-0.00719007264671822,-0.00115895725133502,2.0233672758403,-4.66050766644489e-06,3.29312962585831e-06,NA,NA,NA
"EPAN",18,34,"Yes","Unavg",1.34150248568034,0.12133522910273,0.110252205925793,-8.33597582790934,4.07217968475231,0.0105936864359356,0.396982411989351,-0.00753805292622621,NA,1.94861097702091,-4.61237959124039e-06,3.30207986391045e-06,NA,NA,NA
"EPAN",18,34,"Yes","Unavg",1.79315227989957,0.0968082585468504,0.109052348296727,-5.79553257693713,-0.192404365496442,0.00544028785698507,1.49379073128427,0.000371491248449991,-0.0011875306062,2.27953024805858,-2.2790067545889e-06,NA,NA,NA,NA
"EPAN",18,34,"Yes","Unavg",1.97868726424286,0.0882315681084619,0.108559454091367,-5.87414251947811,0.237665902519628,0.00534327359058457,1.0373388668841,NA,-0.000271016425019125,2.21902304485363,-2.1499950960453e-06,NA,-3.5343986649899e-07,NA,NA
"EPAN",18,34,"Yes","Unavg",1.99913719809774,0.0873339998654427,0.103191905388126,-5.51800161097968,0.213233926256433,0.00509315799407282,0.265919480187,2.18691501229748e-05,NA,2.18388277876535,-2.20001114206811e-06,NA,NA,NA,NA
"EPAN",18,34,"Yes","Avg",NA,NA,NA,-6.44535335667577,1.11850462584104,0.00670953122016159,0.92145881882447,-0.00183510968222849,-0.00054623904588692,2.1515565133258,-2.83829094666553e-06,8.39593847078161e-07,-3.11845536532513e-08,NA,NA
"GAOV",11,12,"No","Unavg",0,0.72650559735129,0.10005716462671,-12.0398265196892,NA,0.017644626442272,NA,NA,NA,NA,-8.07316174184979e-06,NA,NA,NA,NA
"GAOV",11,12,"No","Unavg",1.95393006301515,0.27349440264871,0.100281949990233,-12.0874580772626,0.0921674086154894,0.017645794687181,NA,NA,NA,NA,-8.07369198310003e-06,NA,NA,NA,NA
"GAOV",11,12,"No","Avg",NA,NA,NA,-12.0528534840749,0.0252072703629729,0.0176449459507156,NA,NA,NA,NA,-8.07330675986379e-06,NA,NA,NA,NA
"GASH",21,25,"No","Unavg",0,0.492684089347394,0.185439995919291,0.311636883751163,NA,-0.00365827117070935,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",21,25,"No","Unavg",1.09667222342085,0.284727352515254,0.188060949244665,-0.475055687445647,NA,-0.00134584672540782,NA,NA,NA,NA,-1.47647879946612e-06,NA,NA,NA,NA
"GASH",21,25,"No","Unavg",1.58908627945709,0.222588558137352,0.186632238325892,0.207034486881478,0.205691080300536,-0.00366139733548366,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GASH",21,25,"No","Avg",NA,NA,NA,0.0643606940139436,0.0457844809858105,-0.0030005565290167,NA,NA,NA,NA,-4.20393899616889e-07,NA,NA,NA,NA
"GOOB",20,72,"No","Unavg",0,0.668331365570421,0.151669046850904,-3.89749624324061,1.51421545762597,0.00432354660783483,NA,NA,NA,NA,-2.90204588588347e-06,NA,NA,NA,NA
"GOOB",20,72,"No","Unavg",1.40129545071636,0.331668634429578,0.152746491466773,-4.3155912437505,2.06520606009005,0.00480888375135225,NA,-0.000638279256676317,NA,NA,-2.90241353652373e-06,NA,NA,NA,NA
"GOOB",20,72,"No","Avg",NA,NA,NA,-4.03616524112156,1.69696175832876,0.00448451771546321,NA,-0.00021169720944656,NA,NA,-2.90216782406927e-06,NA,NA,NA,NA
"GYDR",17,29,"No","Unavg",0,0.512958839022789,0.0724022900327367,-4.46337143539874,0.581857970743496,0.00490071812632469,NA,NA,NA,NA,-3.02460770295357e-06,NA,NA,NA,NA
"GYDR",17,29,"No","Unavg",1.45343638204588,0.248012070191028,0.0623823440018871,-4.13154981976648,NA,0.00488332269038393,NA,NA,NA,NA,-3.01387689313156e-06,NA,NA,NA,NA
"GYDR",17,29,"No","Unavg",1.52722068566732,0.239029090786183,0.0737740318834753,-4.13389726699532,-0.0167563862692619,0.00457055973212233,NA,0.000694616897782681,NA,NA,-3.08482830033048e-06,NA,NA,NA,NA
"GYDR",17,29,"No","Avg",NA,NA,NA,-4.30232175866065,0.294463925373936,0.00481748638746353,NA,0.000166033645521713,NA,NA,-3.03634080723239e-06,NA,NA,NA,NA
"HIAL",12,14,"No","Unavg",0,0.502890908400033,0.0762690634313085,-1.43207619122478,NA,-0.00205667997281313,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",12,14,"No","Unavg",1.057677677187,0.296347996041141,0.0804534360345903,-2.41519118531617,NA,0.000442808758647261,NA,NA,NA,NA,-1.33054859079573e-06,NA,NA,NA,NA
"HIAL",12,14,"No","Unavg",1.83651528567964,0.200761095558826,0.0769950156273844,-1.51646776015191,0.16363798284399,-0.00205719424851079,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIAL",12,14,"No","Avg",NA,NA,NA,-1.7403628934355,0.0328521407107959,-0.00131606474266991,NA,NA,NA,NA,-3.9430540851768e-07,NA,NA,NA,NA
"HODI",17,16,"No","Unavg",0,0.328543862075643,0.167034582914682,-2.45889684494157,NA,0.00313520004641605,NA,NA,NA,NA,-4.23873219575554e-06,NA,NA,NA,NA
"HODI",17,16,"No","Unavg",0.585315820258984,0.245184856209513,0.187105663820883,-2.61634404411868,-3.39601262626007,0.00256129576518949,NA,0.0151687257526025,NA,NA,-3.07927288727361e-06,-1.47199232851734e-05,NA,NA,NA
"HODI",17,16,"No","Unavg",1.31180458520038,0.170505586010437,0.176999150721609,-3.81118028825815,1.96387931118846,0.00595157372401646,NA,-0.00317982569752343,NA,NA,-5.25467867621719e-06,NA,NA,NA,NA
"HODI",17,16,"No","Unavg",1.81077392318042,0.132858332283236,0.152908855690633,-0.300627529639239,NA,-0.00330166035904977,NA,NA,NA,NA,NA,NA,NA,NA,NA
